Date,AAPL,ABT,ACN,AXP,BAC,COST,CSCO,CVX,DIS,GE,HD,IBM,INTU,JNJ,JPM,KO,LIN,LLY,MCD,MRK,MS,MSFT,NVDA,ORCL,PG,T,UNH,WFC,WMT,XOM
2005-01-04,0.010270097703554804,-0.01007083969615985,-0.023511323615237223,-0.015023603280574838,-0.013775193700227062,-0.017954580619759852,-0.039337434381627845,-0.0068760204014275406,-0.0107718097680497,-0.012024483146615306,-0.012760608617056857,-0.010741573359130174,-0.032867384002076006,-0.003180039641101584,-0.010306749253751302,-0.013962715944136561,-0.014325068133208996,-0.013334014439280617,0.008171093704815835,-0.004158768063270091,-0.010733570502603818,0.003739637912497207,-0.04707389961174757,-0.026099952447529495,-0.012503308615604558,-0.01055033416053952,-0.010274663017777685,0.0008076629757829412,-0.002437062018227132,-0.006787772114669743
2005-01-05,0.008758135341360829,-0.011471998368692171,-0.003883661606128297,-0.009281565719289953,-0.01156698335562345,0.0038269472561858198,0.000538903443487726,0.006527616431616146,-0.005444811537009708,-0.006085963966822927,-0.009165630085841148,-0.0020688363258839493,-0.011327878058363994,-0.0006374299379846571,0.002083021709178512,-0.004638447397554701,-0.02029955986781684,0.010450844719316121,-0.007793329223584,0.006745728050960853,-0.005786511371120628,-0.0022357520279717713,0.009345791148344329,0.003062634838687295,0.01045925920991908,0.004738832856509445,0.0034988245785467775,0.0011299243441960094,0.0013147074978954176,-0.0052261051553773585
2005-01-06,0.000775031239853119,0.02255320180752074,-0.008966580552349002,-0.00514318278648529,-0.001545307340886315,0.014400783075615431,0.015077736975954936,0.016706152250759887,0.0014594646390335697,0.008071215743976401,-0.014943275618460317,-0.003108350916888991,-0.0063383677366589675,0.002872379227808919,0.005715806257277745,0.008339418699578882,0.009888449243877995,0.0080242275790674,0.00785454225729576,0.007019789382566977,0.02364465098473234,-0.0011197112241262408,-0.009698432994739492,0.009160755859605407,0.004902785081006611,0.005503257733943334,0.022085652037326264,0.0035466244099997546,0.014262726099763867,0.012729661783491109
2005-01-07,0.07281144887179036,0.01713019296538154,0.04681298093150632,-0.007385730515217959,-0.010836084912631216,-0.008560023255070104,-0.006896198238457885,-0.011212173138655523,-0.00983934791006158,-0.006073327743966517,-0.002648721589788794,-0.00436579651415292,0.012512588691613313,-0.003660110644699177,-0.008008178103709795,0.0012164512969261576,-0.00023282276992309114,-0.004776223494624587,-0.006546346933130609,-0.013624675143185327,-0.003908828471387182,-0.0029905501750040475,-0.019148385138556878,0.008320489254090901,0.010480950104683862,-0.0027831532441315865,-0.007960978120549966,-0.0012854187942464845,-0.0011106612034488261,-0.006584412872980616
2005-01-10,-0.004186998333448599,0.009684914917453824,0.013153264107596652,0.0020464462134492933,0.012519445700834853,0.0018953719450192086,0.0,0.004496490682313059,0.004048619496377803,-0.002500846244839039,0.009174381711878565,-0.0010443156384168928,0.003391914107698568,0.007826116310539977,-0.0033858332367455723,0.005587919889041837,-0.0034978607408677753,0.012086637440159587,-0.006275580121281155,0.011886042037272393,-0.00017847207244803265,0.004873884413046259,0.00227147699556407,-0.010502813996711047,0.007868396260807708,-0.007176958222684271,0.0042418524292431314,-0.0006434282899170363,-0.005000969565106983,0.0038163685260550473
2005-01-11,-0.06380568453122526,-0.018349471188415678,-0.017062785754074494,-0.0092818072113251,-0.0024285106352783803,-0.005464223115295153,-0.0042736051298737365,0.0003896947181469823,-0.002566060921694868,-0.014201912398377314,-0.002152723677549928,-0.007106643418610781,-0.020285080418288248,-0.0034867094914233787,-0.009667634854629625,-0.0055568685527351835,-0.002574180433080442,0.0015806925811381323,-0.0179975577188638,-0.010476587826354966,-0.010704277241959659,-0.002611361465961637,-0.030799096047153585,0.0007581125136721933,-0.001064450992760979,-0.010040257497589633,-0.0010273724351385072,-0.0019316360602992244,-0.00241995559362973,-0.0026013674406036857
2005-01-12,0.01394085830153724,0.0023495054996229836,-0.00415070363699388,-0.002248760204677347,-0.002656259587367371,0.004437186058722453,0.015557706407652638,0.02120624178969921,0.018743072340281275,0.007909498798499115,0.011747356558705846,0.002210238370483175,-0.005422666734205772,0.006997602186974872,0.0023741971681028318,0.0,0.005162502739663566,0.013150853597607481,0.007716162914353175,-0.002887430030718452,0.0018119785371626396,0.0018698468893190157,-0.008411291937774568,0.02121241666002316,0.003729488692813865,0.0064912262806386956,0.00662772694758873,-0.013384720326384492,0.00914344828476632,0.014844681876486243
2005-01-13,0.06630028355527262,-0.019177356088170505,-0.007957584516797067,-0.006948160504567036,-0.012427492683946495,0.004418298060216541,-0.00792371817209736,-0.00819220652206043,0.0010821985291229463,-0.012612162626798207,-0.011138013346544406,-0.007982519392955023,-0.028996215447742557,-0.021320024247253322,-0.005791035463988514,-0.010203997888073357,-0.015407244931297082,-0.02353748036544223,-0.014358320432224514,-0.013835159632772598,0.0039788996158356404,-0.019043848212984993,0.010371522789019316,0.0,-0.01734195228298352,-0.01531625097127487,0.0035185700548772125,-0.008826290976456264,-0.008135831482857125,-0.0007909761315048058
2005-01-14,0.005729797024369709,0.00477993351834094,0.004202059357562904,-0.0030257590905731213,0.008763663019999868,0.011102370568557784,0.00532466996556491,0.0046094372233389524,0.019819915403124,0.008231437042517165,0.004074657399639303,-0.0037051313094601523,0.014037618750986303,0.011779532560459938,0.001059592833816847,0.005645008609419744,0.0002376055105342001,0.014711130509116543,0.013596755920503023,0.007177818827637683,0.01027082178933214,-0.005709764691190777,0.0032626740466481507,0.011127657155948434,0.006303299267160334,-0.0008189972320521433,0.013122443451038857,0.0008246891451650917,0.006524807028674973,0.01028709835307473
2005-01-18,0.006410328849440594,-0.004540627707298683,-0.007227299274822352,0.008156364940547611,0.018712402623761504,0.01802343496276082,-0.007415392809358323,0.01510563547004784,0.015547843931634109,0.012387598158005497,0.006205186203606328,0.008501250762334989,-0.01761880414821626,0.005263213800136057,0.015604195017028255,0.006834616838727436,0.005214188747348469,0.005065844019182197,0.009262003988205869,0.013929006902009933,0.0067769723936366155,0.007657336337917098,0.015804867842364123,0.01100502122840985,0.001968476821208043,0.019254101630132192,-0.00848590818855599,0.012687262172089708,0.009261209009642668,0.008419825412269821
